779351426954,1744319537819
576972978252,1744319538646
779351426955,1744319539517
576972978253,1744319540355
779351426956,1744319540526
576972978254,1744319541205
779351426957,1744319541376
576972978255,1744319542025
779351426958,1744319542210
576972978256,1744319542851
779351426959,1744319543060
576972978257,1744319543497
779351426960,1744319543679
576972978258,1744319543894
779351426961,1744319544363
576972978259,1744319544512
779351426962,1744319544743
576972978260,1744319545202
779351426963,1744319545357
576972978261,1744319545564
779351426964,1744319546029
576972978262,1744319546188
779351426965,1744319546398
576972978263,1744319546484
779351426966,1744319546864
576972978264,1744319547080
779351426967,1744319547247
576972978265,1744319547312
779351426968,1744319547689
576972978266,1744319547906
779351426969,1744319548083
576972978267,1744319548125
779351426970,1744319548518
576972978268,1744319548735
779351426971,1744319548773
576972978269,1744319548787
779351426972,1744319549335
576972978270,1744319549344
779351426973,1744319549532
779351426974,1744319549561
576972978271,1744319549619
576972978272,1744319550018
779351426975,1744319550183
576972978273,1744319550227
779351426976,1744319550260
576972978274,1744319550363
779351426977,1744319550882
576972978275,1744319550993
779351426978,1744319551049
576972978276,1744319551086
779351426979,1744319551220
576972978277,1744319551553
779351426980,1744319551838
576972978278,1744319551880
779351426981,1744319551885
576972978279,1744319552030
779351426982,1744319552263
576972978280,1744319552475
576972978281,1744319552550
779351426983,1744319552623
779351426984,1744319552656
576972978282,1744319552703
779351426985,1744319552965
576972978283,1744319553225
779351426986,1744319553332
576972978284,1744319553441
576972978285,1744319553488
779351426987,1744319553534
779351426988,1744319553686
576972978286,1744319553906
779351426989,1744319554139
576972978287,1744319554144
779351426990,1744319554304
779351426991,1744319554330
576972978288,1744319554353
576972978289,1744319554725
779351426992,1744319554849
576972978290,1744319554975
779351426993,1744319555005
576972978291,1744319555024
779351426994,1744319555083
576972978292,1744319555352
576972978293,1744319555582
779351426995,1744319555585
779351426996,1744319555614
576972978294,1744319555687
779351426997,1744319555799
576972978295,1744319555909
779351426998,1744319556200
576972978296,1744319556291
576972978297,1744319556353
