779351371301,1744234810232
576972922596,1744234811080
779351371302,1744234811934
576972922597,1744234812799
779351371303,1744234813692
576972922598,1744234814044
779351371304,1744234814585
576972922599,1744234814874
779351371305,1744234815444
576972922600,1744234815730
779351371306,1744234816331
576972922601,1744234816565
779351371307,1744234817171
576972922602,1744234817398
779351371308,1744234818016
576972922603,1744234818081
779351371309,1744234818225
576972922604,1744234818856
779351371310,1744234818924
576972922605,1744234819068
779351371311,1744234819716
576972922606,1744234819758
779351371312,1744234819923
576972922607,1744234820553
779351371313,1744234820603
576972922608,1744234820782
779351371314,1744234821299
576972922609,1744234821418
779351371315,1744234821618
576972922610,1744234822134
779351371316,1744234822301
576972922611,1744234822302
779351371317,1744234822469
576972922612,1744234822806
779351371318,1744234823000
576972922613,1744234823130
779351371319,1744234823313
576972922614,1744234823503
779351371320,1744234823866
576972922615,1744234823951
779351371321,1744234824171
576972922616,1744234824327
576972922617,1744234825171
576972922618,1744234825171
779351371322,1744234825175
779351371323,1744234825175
779351371324,1744234825882
779351371325,1744234826011
576972922619,1744234826065
576972922620,1744234826069
779351371326,1744234826559
576972922621,1744234826663
779351371327,1744234826760
576972922622,1744234826801
779351371328,1744234826888
576972922623,1744234827397
576972922624,1744234827525
779351371329,1744234827536
576972922625,1744234827611
779351371330,1744234827649
779351371331,1744234828131
576972922626,1744234828329
576972922627,1744234828395
779351371332,1744234828417
779351371333,1744234828504
576972922628,1744234828961
779351371334,1744234829049
576972922629,1744234829093
779351371335,1744234829199
576972922630,1744234829338
779351371336,1744234829847
576972922631,1744234829885
779351371337,1744234829895
576972922632,1744234830021
779351371338,1744234830360
779351371339,1744234830696
576972922634,1744234830756
576972922633,1744234830756
779351371340,1744234830779
576972922635,1744234830832
779351371341,1744234831221
576972922636,1744234831462
779351371343,1744234831591
779351371342,1744234831591
576972922637,1744234831594
576972922638,1744234831642
779351371344,1744234831940
576972922640,1744234832286
576972922639,1744234832311
779351371345,1744234832351
779351371346,1744234832430
576972922641,1744234832471
779351371347,1744234832799
576972922642,1744234833024
779351371348,1744234833194
576972922643,1744234833228
779351371349,1744234833254
576972922644,1744234833320
779351371350,1744234833676
576972922645,1744234833717
779351371351,1744234834017
576972922646,1744234834059
779351371352,1744234834106
576972922647,1744234834176
779351371353,1744234834389
576972922648,1744234834447
779351371354,1744234834732
576972922649,1744234834787
779351371355,1744234834864
576972922650,1744234834875
779351371356,1744234834911
576972922651,1744234835067
779351371357,1744234835332
779351371358,1744234835552
576972922652,1744234835627
779351371359,1744234835630
576972922653,1744234835630
576972922654,1744234835664
779351371360,1744234835946
576972922655,1744234836008
779351371361,1744234836432
779351371362,1744234836433
576972922656,1744234836442
576972922657,1744234836442
779351371363,1744234836504
576972922658,1744234836679
779351371364,1744234836791
576972922659,1744234837149
779351371365,1744234837204
576972922660,1744234837233
576972922661,1744234837311
779351371366,1744234837322
779351371367,1744234837468
576972922662,1744234837508
779351371368,1744234837926
779351371369,1744234837959
576972922663,1744234837996
576972922664,1744234838083
779351371370,1744234838134
576972922665,1744234838290
779351371371,1744234838373
576972922666,1744234838698
779351371372,1744234838804
779351371373,1744234838844
576972922668,1744234838865
576972922667,1744234838868
779351371374,1744234839016
576972922669,1744234839034
779351371375,1744234839309
576972922670,1744234839386
576972922671,1744234839463
779351371376,1744234839471
779351371377,1744234839555
576972922672,1744234839690
779351371378,1744234839882
576972922673,1744234839889
779351371379,1744234840003
576972922674,1744234840038
779351371380,1744234840201
576972922675,1744234840240
779351371381,1744234840276
576972922676,1744234840540
779351371382,1744234840560
576972922677,1744234840746
779351371383,1744234840767
576972922678,1744234840793
779351371384,1744234840925
576972922679,1744234840956
779351371385,1744234841009
576972922680,1744234841227
779351371386,1744234841296
576972922681,1744234841422
779351371387,1744234841452
576972922682,1744234841571
779351371388,1744234841581
576972922683,1744234841623
779351371389,1744234841864
576972922684,1744234842058
779351371390,1744234842194
779351371391,1744234842239
576972922685,1744234842261
576972922686,1744234842262
779351371392,1744234842369
576972922687,1744234842421
779351371393,1744234842520
576972922688,1744234842735
779351371395,1744234842978
779351371394,1744234842978
576972922690,1744234842986
576972922689,1744234842989
779351371396,1744234843094
576972922691,1744234843243
779351371397,1744234843383
576972922692,1744234843450
779351371398,1744234843494
576972922693,1744234843684
779351371399,1744234843707
779351371400,1744234843829
